"date","device","poll","c","vg","conex"
"8/11/25 8:20","APNA-370","NO",1.05,"0 ppb","M"
"8/11/25 8:21","APNA-370","NO",0.89,"0 ppb","M"
"8/11/25 8:22","APNA-370","NO",0.32,"0 ppb","M"
"8/11/25 8:23","APNA-370","NO",0.58,"0 ppb","M"
"8/11/25 8:24","APNA-370","NO",0.84,"0 ppb","M"
"8/11/25 8:25","APNA-370","NO",0.7,"0 ppb","M"
"8/11/25 8:26","APNA-370","NO",0.85,"0 ppb","M"
"8/11/25 8:27","APNA-370","NO",0.85,"0 ppb","M"
"8/11/25 8:28","APNA-370","NO",0.88,"0 ppb","M"
"8/11/25 8:29","APNA-370","NO",0.68,"0 ppb","M"
"8/11/25 8:30","APNA-370","NO",0.16,"0 ppb","M"
"8/11/25 8:31","APNA-370","NO",0.44,"0 ppb","M"
"8/11/25 8:32","APNA-370","NO",1.15,"0 ppb","M"
"8/11/25 8:33","APNA-370","NO",0.92,"0 ppb","M"
"8/11/25 8:34","APNA-370","NO",0.97,"0 ppb","M"
"8/11/25 8:35","APNA-370","NO",1.15,"0 ppb","M"
"8/11/25 8:36","APNA-370","NO",1,"0 ppb","M"
"8/11/25 8:37","APNA-370","NO",0.61,"0 ppb","M"
"8/11/25 8:38","APNA-370","NO",0.61,"0 ppb","M"
"8/11/25 8:39","APNA-370","NO",1.2,"0 ppb","M"
"8/11/25 8:40","APNA-370","NO",1.38,"0 ppb","M"
"8/11/25 8:41","APNA-370","NO",1.73,"0 ppb","M"
"8/11/25 8:42","APNA-370","NO",1.54,"0 ppb","M"
"8/11/25 8:43","APNA-370","NO",0.92,"0 ppb","M"
"8/11/25 8:44","APNA-370","NO",1.23,"0 ppb","M"
"8/11/25 8:45","APNA-370","NO",1.36,"0 ppb","M"
"8/11/25 8:46","APNA-370","NO",0.99,"0 ppb","M"
"8/11/25 8:47","APNA-370","NO",0.64,"0 ppb","M"
"8/11/25 8:48","APNA-370","NO",0.65,"0 ppb","M"
"8/11/25 8:49","APNA-370","NO",0.85,"0 ppb","M"
"8/11/25 8:50","APNA-370","NO",1.03,"0 ppb","M"
"8/11/25 8:51","APNA-370","NO",1.01,"0 ppb","M"
"8/11/25 8:52","APNA-370","NO",0.77,"0 ppb","M"
"8/11/25 8:53","APNA-370","NO",0.47,"0 ppb","M"
"8/11/25 8:54","APNA-370","NO",0.69,"0 ppb","M"
"8/11/25 8:55","APNA-370","NO",0.88,"0 ppb","M"
"8/11/25 8:56","APNA-370","NO",0.77,"0 ppb","M"
"8/11/25 8:57","APNA-370","NO",0.6,"0 ppb","M"
"8/11/25 8:58","APNA-370","NO",0.78,"0 ppb","M"
"8/11/25 8:59","APNA-370","NO",0.9,"0 ppb","M"
"8/11/25 9:00","APNA-370","NO",1.25,"0 ppb","M"
"8/11/25 9:01","APNA-370","NO",1.32,"0 ppb","M"
"8/11/25 9:02","APNA-370","NO",0.69,"0 ppb","M"
"8/11/25 9:03","APNA-370","NO",0.8,"0 ppb","M"
"8/11/25 9:04","APNA-370","NO",0.75,"0 ppb","M"
"8/11/25 9:05","APNA-370","NO",1,"0 ppb","M"
"8/11/25 9:06","APNA-370","NO",1.16,"0 ppb","M"
"8/11/25 9:07","APNA-370","NO",1.22,"0 ppb","M"
"8/11/25 9:08","APNA-370","NO",1.23,"0 ppb","M"
